ps_seed,occ_1,occ_2,occ_3,occ_4,occ_5,occ_6,occ_7,occ_8,occ_9,occ_10,occ_11,occ_12,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,energy
26,1,0,1,1,0,0,0,1,1,1,1,1,1.0798655413e+00,0.0000000000e+00,8.9219924481e-01,2.6072352173e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0799245837e-01,5.1509532210e-03,9.9204919078e-01,1.3645037381e+00,1.2063024811e+00,3.9354640328e-01,0.0000000000e+00,5.0647777603e+00,1.1826599417e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.6018752942e+00,5.4149017305e+00,1.0787526278e-01,1.2141721419e+00,5.6354347378e+00,-3.0387531008e-01
