ps_seed,occ_1,occ_2,occ_3,occ_4,occ_5,occ_6,occ_7,occ_8,occ_9,occ_10,occ_11,occ_12,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,energy
188,1,0,1,1,0,1,0,1,1,0,1,1,1.1322255128e+00,0.0000000000e+00,1.2475490679e+00,1.4750853741e+00,0.0000000000e+00,1.0036629935e-01,0.0000000000e+00,4.8791445643e-01,6.5071343771e-01,0.0000000000e+00,1.2214329553e+00,1.5050501040e+00,4.0886033911e-01,0.0000000000e+00,1.3307882780e+00,4.0226418027e+00,0.0000000000e+00,4.0112975455e+00,0.0000000000e+00,3.8410207310e+00,5.5145444328e+00,0.0000000000e+00,3.2309385377e+00,1.4028286177e+00,-5.9508176660e-01
