occ_1,occ_2,occ_3,occ_4,occ_5,occ_6,occ_7,occ_8,occ_9,occ_10,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,energy
1,0,0,1,1,0,1,1,1,1,2.5945638466e-01,0.0000000000e+00,0.0000000000e+00,3.9595873238e-01,8.3603337593e-01,0.0000000000e+00,5.1057220118e-01,2.3153311844e-01,2.6307297799e-01,6.6113629366e-01,1.5597493509e+00,0.0000000000e+00,0.0000000000e+00,4.2499179905e+00,3.1832509108e+00,0.0000000000e+00,4.6161812024e-01,8.1288413887e-01,5.1146676608e+00,4.9999420462e-01,-7.8029561732e-01
