occ_1,occ_2,occ_3,occ_4,occ_5,occ_6,occ_7,occ_8,occ_9,occ_10,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,energy
0,1,1,1,0,1,1,1,1,0,0.0000000000e+00,1.0983232107e+00,1.1262327480e-01,1.8278934642e-02,0.0000000000e+00,1.1024883329e+00,1.3483322356e+00,9.4819597962e-01,1.4987876254e+00,0.0000000000e+00,0.0000000000e+00,5.9650906480e+00,1.6639487423e+00,1.5680198384e+00,0.0000000000e+00,6.1738015268e+00,2.9586127850e+00,2.4824727504e+00,3.7375901802e+00,0.0000000000e+00,1.9502084201e+00
