occ_1,occ_2,occ_3,occ_4,occ_5,occ_6,occ_7,occ_8,occ_9,occ_10,occ_11,occ_12,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,energy
1,0,1,0,0,1,1,1,1,0,1,1,1.2701033861e+00,0.0000000000e+00,4.9046262609e-01,0.0000000000e+00,0.0000000000e+00,6.1375396623e-01,9.9181868259e-01,3.1241552224e-01,4.7493611054e-01,0.0000000000e+00,1.3546844291e+00,1.2283056332e+00,1.3934617288e+00,0.0000000000e+00,7.7110486855e-01,0.0000000000e+00,0.0000000000e+00,1.5393929828e+00,5.7397925459e+00,3.4972361966e-01,2.2193189152e+00,0.0000000000e+00,1.8282722067e+00,5.3595732763e+00,-1.1086563907e+00
